-4.99752	-3.14159	
-4.9901	-3.14159	
-4.97775	-3.14159	
-4.96051	-3.14159	
-4.93844	-3.14159	
-4.9116	-3.14159	
-4.88007	-3.14159	
-4.84395	-3.14159	
-4.80335	-3.14159	
-4.75839	-3.14159	
-4.7092	-3.14159	
-4.65594	-3.14159	
-4.59875	-3.14159	
-4.53783	-3.14159	
-4.47333	-3.14159	
-4.40547	-3.14159	
-4.33444	-3.14159	
-4.26045	-3.14159	
-4.18373	-3.14159	
-4.1045	-3.14159	
-4.023	-3.14159	
-3.93947	-3.14159	
-3.85418	-3.14159	
-3.76736	-3.14159	
-3.67929	-3.14159	
-3.59024	-3.14159	
-3.50049	-3.14159	
-3.41032	-3.14159	
-3.32002	-3.14159	
-3.22989	-3.14159	
-3.14024	-3.14159	
-3.05138	-3.14159	
-2.96363	-3.14159	
-2.87732	-3.14159	
-2.79281	-3.14159	
-2.71045	-3.14159	
-2.6306	-3.14159	
-2.55365	-3.14159	
-2.47999	-3.14159	
-2.41003	-3.14159	
-2.34418	-3.14159	
-2.28287	-3.14159	
-2.22653	-3.14159	
-2.17556	-3.14159	
-2.09141	-3.14159	
-2.00373	-3.14159	
-2.05896	-3.14159	
-2.0149	-3.14159	
-2.13039	-3.14159	
-2.03337	-3.14159	
4.99752	-3.14159	
4.9901	-3.14159	
4.97775	-3.14159	
4.96051	-3.14159	
4.9116	-3.14159	
4.93844	-3.14159	
4.88007	-3.14159	
4.84395	-3.14159	
4.80335	-3.14159	
4.75839	-3.14159	
4.7092	-3.14159	
4.65594	-3.14159	
4.59875	-3.14159	
4.53783	-3.14159	
4.47333	-3.14159	
4.40547	-3.14159	
4.33444	-3.14159	
4.26045	-3.14159	
4.18373	-3.14159	
4.1045	-3.14159	
4.023	-3.14159	
3.93947	-3.14159	
3.85418	-3.14159	
3.76736	-3.14159	
3.67929	-3.14159	
3.59024	-3.14159	
3.50049	-3.14159	
3.32002	-3.14159	
3.22989	-3.14159	
3.14024	-3.14159	
3.05138	-3.14159	
2.96363	-3.14159	
2.87732	-3.14159	
2.79281	-3.14159	
2.71045	-3.14159	
2.6306	-3.14159	
2.55365	-3.14159	
2.47999	-3.14159	
2.00373	-3.14159	
2.0149	-3.14159	
2.03337	-3.14159	
2.05896	-3.14159	
2.41003	-3.14159	
2.09141	-3.14159	
2.34418	-3.14159	
2.13039	-3.14159	
2.17556	-3.14159	
2.28287	-3.14159	
2.22653	-3.14159	
3.41032	-3.14159	
-4.9904	-3.03687	
-4.98298	-3.03687	
-4.95341	-3.03687	
-4.97064	-3.03687	
-4.93134	-3.03687	
-4.90452	-3.03687	
-4.8369	-3.03687	
-4.873	-3.03687	
-4.79632	-3.03687	
-4.75138	-3.03687	
-4.70222	-3.03687	
-4.64898	-3.03687	
-4.59182	-3.03687	
-4.53093	-3.03687	
-4.46647	-3.03687	
-4.39864	-3.03687	
-4.32765	-3.03687	
-4.2537	-3.03687	
-4.17702	-3.03687	
-4.09783	-3.03687	
-4.01637	-3.03687	
-3.9329	-3.03687	
-3.84764	-3.03687	
-3.76088	-3.03687	
-3.67286	-3.03687	
-3.58386	-3.03687	
-3.49417	-3.03687	
-3.40405	-3.03687	
