
-3.14159	(-7.04398e-06,-3.67742e-20)
-3.14159	(-9.00666e-05,-2.0663e-20)
-3.14159	(-0.000264151,-1.84719e-19)
-3.14159	(-0.000528957,-1.56795e-19)
-3.14159	(-0.000883973,-2.41779e-19)
-3.14159	(-0.00132847,-1.44154e-19)
-3.14159	(-0.00186152,-2.51292e-19)
-3.14159	(-0.00248199,-2.80594e-19)
-3.14159	(-0.00318854,-2.91879e-19)
-3.14159	(-0.00397963,-2.87264e-19)
-3.14159	(-0.00485355,-2.45372e-19)
-3.14159	(-0.00580837,-3.22094e-19)
-3.14159	(-0.00684197,-2.45538e-19)
-3.14159	(-0.00795204,-3.98784e-19)
-3.14159	(-0.0091361,-4.02169e-19)
-3.14159	(-0.0103915,-4.40356e-19)
-3.14159	(-0.0117152,-3.42512e-19)
-3.14159	(-0.0131044,-2.75312e-19)
-3.14159	(-0.0145557,-4.71559e-19)
-3.14159	(-0.0160656,-2.68349e-19)
-3.14159	(-0.0176306,-2.89224e-19)
-3.14159	(-0.0192468,-1.9589e-19)
-3.14159	(-0.0209103,-1.81702e-19)
-3.14159	(-0.0226168,-1.10389e-19)
-3.14159	(-0.0243618,-1.55405e-19)
-3.14159	(-0.0261409,-1.03044e-19)
-3.14159	(-0.027949,-2.26133e-19)
-3.14159	(-0.0297812,-3.57573e-19)
-3.14159	(-0.031632,-2.56607e-20)
-3.14159	(-0.0334957,-1.70113e-20)
-3.14159	(-0.0353664,4.65373e-20)
-3.14159	(-0.0372375,4.58125e-20)
-3.14159	(-0.0391022,-2.09368e-20)
-3.14159	(-0.0409528,9.4862e-20)
-3.14159	(-0.0427809,-9.56455e-20)
-3.14159	(-0.0445771,-4.69765e-20)
-3.14159	(-0.0463302,-1.93052e-19)
-3.14159	(-0.0480274,-3.43965e-19)
-3.14159	(-0.0496547,-1.02388e-19)
-3.14159	(-0.051203,-2.6099e-19)
-3.14159	(-0.0526862,-2.46343e-19)
-3.14159	(-0.0541552,-1.4669e-19)
-3.14159	(-0.0556694,-9.91996e-20)
-3.14159	(-0.0572623,-3.78098e-19)
-3.14159	(-0.0589478,-3.32256e-19)
-3.14159	(-0.0607355,-3.59429e-19)
-3.14159	(-0.0626348,-2.33006e-19)
-3.14159	(-0.0646565,-3.61832e-19)
-3.14159	(-0.0668129,-2.4254e-19)
-3.14159	(-0.0691179,-4.90415e-19)
-3.14159	(-0.0715874,-1.50382e-19)
-3.14159	(-0.0742395,5.13097e-19)
-3.14159	(-0.0770954,3.99805e-19)
-3.14159	(-0.0801793,1.62329e-19)
-3.14159	(-0.0835196,-1.4587e-19)
-3.14159	(-0.0871497,-3.73807e-19)
-3.14159	(-0.0911089,-2.61535e-19)
-3.14159	(-0.095444,-3.48823e-19)
-3.14159	(-0.100211,6.11411e-19)
-3.14159	(-0.105477,-4.30443e-19)
-3.14159	(-0.111326,-5.4015e-19)
-3.14159	(-0.117859,-1.15912e-18)
-3.14159	(-0.125202,-1.34057e-19)
-3.14159	(-0.133517,9.76404e-19)
-3.14159	(-0.143008,-4.66325e-19)
-3.14159	(-0.153942,-9.52159e-19)
-3.14159	(-0.166673,-9.77289e-19)
-3.14159	(-0.18168,-1.64155e-18)
-3.14159	(-0.199626,-2.2478e-18)
-3.14159	(-0.221456,-5.32558e-18)
-3.14159	(-0.248563,-3.25396e-18)
-3.14159	(-0.283083,3.37605e-18)
-3.14159	(-0.328445,6.63988e-18)
-3.14159	(-0.390496,-9.78197e-18)
-3.14159	(-0.479937,-2.1078e-17)
-3.14159	(-0.618126,-8.54396e-18)
-3.14159	(-0.852022,-1.92594e-17)
-3.14159	(-1.29272,-7.06368e-17)
-3.14159	(1.40782,-4.06283e-18)
-3.14159	(-1.42064,2.81584e-18)
-3.14159	(1.72777,2.78584e-17)
-3.14159	(-2.19842,-1.17886e-17)
-3.14159	(3.23017,6.84459e-17)
-3.14159	(4.82842,5.12535e-17)
-3.14159	(6.60555,-1.34449e-17)
-3.14159	(8.47214,1.53889e-17)
-3.14159	(10.3852,-2.52277e-17)
-3.14159	(12.3246,2.23131e-17)
-3.14159	(14.2801,2.02031e-18)
-3.14159	(16.2462,-1.52318e-18)
-3.14159	(18.2195,8.84577e-18)
-3.14159	(20.198,8.31606e-20)
-3.14159	(22.1803,-1.04399e-17)
-3.14159	(24.1655,-1.00443e-17)
-3.14159	(26.1529,7.56696e-19)
-3.14159	(28.1421,-1.31349e-18)
-3.14159	(30.1327,7.74047e-18)
-3.14159	(32.1245,2.61462e-18)
-3.14159	(34.1172,7.52228e-18)
-3.14159	(36.1108,-1.96341e-18)
-3.14159	(38.105,4.05312e-18)
-3.14159	(40.0998,-3.81055e-18)
-3.14159	(42.095,5.04549e-18)
-3.14159	(44.0907,-3.47157e-18)
-3.14159	(46.0868,-1.76902e-18)
-3.14159	(48.0832,-3.62044e-21)
-3.14159	(50.0799,2.70733e-18)
-3.14159	(52.0768,-1.47044e-18)
-3.14159	(54.074,-2.18285e-18)
-3.14159	(56.0713,-3.82873e-20)
-3.14159	(58.0689,-1.00628e-18)
-3.14159	(60.0666,-1.99464e-18)
-3.14159	(62.0644,3.14134e-18)
-3.14159	(64.0624,-1.19004e-18)
-3.14159	(66.0606,2.99547e-22)
-3.14159	(68.0588,-6.9477e-21)
-3.14159	(70.0571,1.11532e-18)
-3.14159	(72.0555,-5.11814e-19)
-3.14159	(74.054,1.3116e-18)
-3.14159	(76.0526,9.45933e-21)
-3.14159	(78.0512,1.00235e-18)
-3.14159	(80.05,5.1122e-19)
-3.14159	(82.0488,4.78927e-19)
-3.14159	(84.0476,-6.95856e-19)
-3.14159	(86.0465,9.0132e-19)
-3.14159	(88.0454,4.6028e-19)
-3.14159	(90.0444,-4.39277e-19)
-3.14159	(92.0435,-8.50691e-19)
-3.14159	(94.0425,4.09558e-19)
-3.14159	(96.0416,4.13114e-19)
-3.14159	(98.0408,-7.96954e-19)
-3.14159	(100.04,-5.95676e-19)
-3.14159	(102.039,-3.69132e-21)
-3.14159	(104.038,-1.12565e-18)
-3.14159	(106.038,-1.9952e-19)
-3.14159	(108.037,1.451e-18)
-3.14159	(110.036,1.07785e-18)
-3.14159	(112.036,1.50847e-20)
-3.14159	(114.035,5.11836e-19)
-3.14159	(116.034,3.44804e-19)
-3.14159	(118.034,9.94761e-19)
-3.14159	(120.033,1.97215e-20)
-3.14159	(122.033,1.27837e-18)
-3.14159	(124.032,-1.5042e-19)
-3.14159	(126.032,-3.08073e-19)
-3.14159	(128.031,9.1442e-19)
-3.14159	(130.031,3.10672e-19)
-3.14159	(132.03,-5.95566e-19)
-3.14159	(134.03,8.71935e-19)
-3.14159	(136.029,2.9588e-19)
-3.14159	(138.029,-5.65182e-19)
-3.14159	(140.029,-3.23723e-21)
-3.14159	(142.028,2.75229e-19)
-3.14159	(144.028,1.0964e-18)
-3.14159	(146.027,-1.9735e-19)
-3.14159	(148.027,-1.06183e-18)
-3.14159	(150.027,1.55943e-18)
-3.14159	(152.026,1.45754e-20)
-3.14159	(154.026,-7.66227e-19)
-3.14159	(156.026,1.13457e-18)
-3.03687	(-0.000227117,2.46053e-20)
-3.03687	(-0.00038056,2.16155e-19)
-3.03687	(-0.000594156,3.31697e-19)
-3.03687	(-0.000881079,4.93856e-19)
-3.03687	(-0.0012486,5.12364e-19)
-3.03687	(-0.00170007,7.57747e-19)
-3.03687	(-0.00223664,3.95048e-19)
-3.03687	(-0.00285827,4.37539e-19)
-3.03687	(-0.00356422,5.04172e-19)
-3.03687	(-0.00435332,3.55132e-19)
-3.03687	(-0.00522406,4.13085e-19)
-3.03687	(-0.00617467,1.72741e-19)
-3.03687	(-0.00720315,-9.13525e-20)
-3.03687	(-0.00830725,2.90608e-19)
-3.03687	(-0.00948455,1.24103e-19)
-3.03687	(-0.0107324,4.21214e-19)
-3.03687	(-0.012048,5.73871e-19)
-3.03687	(-0.0134283,3.00827e-19)
-3.03687	(-0.0148701,5.12706e-19)
-3.03687	(-0.01637,1.42143e-19)
-3.03687	(-0.0179243,3.64892e-19)
-3.03687	(-0.0195294,-9.96143e-20)
-3.03687	(-0.0211812,4.98657e-19)
-3.03687	(-0.0228755,4.99633e-19)
-3.03687	(-0.0246079,1.89212e-19)
-3.03687	(-0.0263738,1.41423e-19)
-3.03687	(-0.0281684,-1.33201e-19)
-3.03687	(-0.0299866,1.25572e-19)
-3.03687	(-0.0318231,9.69389e-20)
-3.03687	(-0.0336721,-5.76085e-20)
-3.03687	(-0.0355276,-1.94386e-19)
-3.03687	(-0.0373833,-1.11421e-19)
-3.03687	(-0.0392321,4.91885e-20)
-3.03687	(-0.0410664,1.70493e-19)
-3.03687	(-0.0428778,-1.32278e-19)
-3.03687	(-0.0446567,9.80533e-20)
-3.03687	(-0.046392,5.75058e-19)
-3.03687	(-0.0480706,9.65625e-20)
-3.03687	(-0.0496788,-7.20818e-20)
-3.03687	(-0.0512089,-2.45547e-20)
-3.03687	(-0.0526785,-6.87341e-19)
-3.03687	(-0.0541409,-3.53453e-19)
-3.03687	(-0.055653,-3.66868e-19)
-3.03687	(-0.057245,6.09586e-20)
-3.03687	(-0.05893,-7.35378e-20)
-3.03687	(-0.0607169,-5.72738e-19)
-3.03687	(-0.0626155,-2.7725e-19)
-3.03687	(-0.0646364,-5.85963e-20)
-3.03687	(-0.066792,-3.77041e-20)
-3.03687	(-0.0690961,-9.22558e-19)
-3.03687	(-0.0715646,4.02194e-19)
-3.03687	(-0.0742157,-6.49846e-19)
-3.03687	(-0.0770704,-4.34456e-19)
-3.03687	(-0.080153,-5.15744e-19)
-3.03687	(-0.083492,-2.29217e-19)
-3.03687	(-0.0871207,3.11194e-19)
-3.03687	(-0.0910782,-8.18219e-19)
-3.03687	(-0.0954115,-3.00392e-19)
-3.03687	(-0.100176,-4.70837e-19)
-3.03687	(-0.105441,5.90705e-19)
-3.03687	(-0.111287,-2.65511e-19)
-3.03687	(-0.117817,-4.28718e-20)
-3.03687	(-0.125157,-2.57865e-18)
-3.03687	(-0.133468,-3.16455e-18)
-3.03687	(-0.142954,-1.23485e-18)
-3.03687	(-0.153884,-8.14876e-19)
-3.03687	(-0.166609,-3.33438e-19)
-3.03687	(-0.181609,-4.99958e-18)
-3.03687	(-0.199546,-2.17317e-18)
-3.03687	(-0.221365,-6.39745e-18)
-3.03687	(-0.248459,-2.8969e-18)
-3.03687	(-0.28296,-5.00678e-18)
-3.03687	(-0.328298,-5.18172e-18)
-3.03687	(-0.390314,-4.46293e-18)
-3.03687	(-0.479701,-1.04466e-17)
-3.03687	(-0.6178,1.24298e-17)
