-7.04398e-06	-3.14159	
-9.00666e-05	-3.14159	
-0.000264151	-3.14159	
-0.000528957	-3.14159	
-0.000883973	-3.14159	
-0.00132847	-3.14159	
-0.00186152	-3.14159	
-0.00248199	-3.14159	
-0.00318854	-3.14159	
-0.00397963	-3.14159	
-0.00485355	-3.14159	
-0.00580837	-3.14159	
-0.00684197	-3.14159	
-0.00795204	-3.14159	
-0.0091361	-3.14159	
-0.0103915	-3.14159	
-0.0117152	-3.14159	
-0.0131044	-3.14159	
-0.0145557	-3.14159	
-0.0160656	-3.14159	
-0.0176306	-3.14159	
-0.0192468	-3.14159	
-0.0209103	-3.14159	
-0.0226168	-3.14159	
-0.0243618	-3.14159	
-0.0261409	-3.14159	
-0.027949	-3.14159	
-0.0297812	-3.14159	
-0.031632	-3.14159	
-0.0334957	-3.14159	
-0.0353664	-3.14159	
-0.0372375	-3.14159	
-0.0391022	-3.14159	
-0.0409528	-3.14159	
-0.0427809	-3.14159	
-0.0445771	-3.14159	
-0.0463302	-3.14159	
-0.0480274	-3.14159	
-0.0496547	-3.14159	
-0.051203	-3.14159	
-0.0526862	-3.14159	
-0.0541552	-3.14159	
-0.0556694	-3.14159	
-0.0572623	-3.14159	
-0.0589478	-3.14159	
-0.0607355	-3.14159	
-0.0626348	-3.14159	
-0.0646565	-3.14159	
-0.0668129	-3.14159	
-0.0691179	-3.14159	
-0.0715874	-3.14159	
-0.0742395	-3.14159	
-0.0770954	-3.14159	
-0.0801793	-3.14159	
-0.0835196	-3.14159	
-0.0871497	-3.14159	
-0.0911089	-3.14159	
-0.095444	-3.14159	
-0.100211	-3.14159	
-0.105477	-3.14159	
-0.111326	-3.14159	
-0.117859	-3.14159	
-0.125202	-3.14159	
-0.133517	-3.14159	
-0.143008	-3.14159	
-0.153942	-3.14159	
-0.166673	-3.14159	
-0.18168	-3.14159	
-0.199626	-3.14159	
-0.221456	-3.14159	
-0.248563	-3.14159	
-0.283083	-3.14159	
-0.328445	-3.14159	
-0.390496	-3.14159	
-0.479937	-3.14159	
-0.618126	-3.14159	
-0.852022	-3.14159	
-1.29272	-3.14159	
1.40782	-3.14159	
-1.42064	-3.14159	
1.72777	-3.14159	
-2.19842	-3.14159	
3.23017	-3.14159	
4.82842	-3.14159	
6.60555	-3.14159	
8.47214	-3.14159	
10.3852	-3.14159	
12.3246	-3.14159	
14.2801	-3.14159	
16.2462	-3.14159	
18.2195	-3.14159	
20.198	-3.14159	
22.1803	-3.14159	
24.1655	-3.14159	
26.1529	-3.14159	
28.1421	-3.14159	
30.1327	-3.14159	
32.1245	-3.14159	
34.1172	-3.14159	
36.1108	-3.14159	
38.105	-3.14159	
40.0998	-3.14159	
42.095	-3.14159	
44.0907	-3.14159	
46.0868	-3.14159	
48.0832	-3.14159	
50.0799	-3.14159	
52.0768	-3.14159	
54.074	-3.14159	
56.0713	-3.14159	
58.0689	-3.14159	
60.0666	-3.14159	
62.0644	-3.14159	
64.0624	-3.14159	
66.0606	-3.14159	
68.0588	-3.14159	
70.0571	-3.14159	
72.0555	-3.14159	
74.054	-3.14159	
76.0526	-3.14159	
78.0512	-3.14159	
80.05	-3.14159	
82.0488	-3.14159	
84.0476	-3.14159	
86.0465	-3.14159	
88.0454	-3.14159	
90.0444	-3.14159	
92.0435	-3.14159	
94.0425	-3.14159	
96.0416	-3.14159	
98.0408	-3.14159	
100.04	-3.14159	
