2	-2.82843
3	-3.4641
4	-5.22625
5	-6.15537
6	-7.72741
7	-8.76257
8	-10.2517
9	-11.3426
10	-12.7849
11	-13.9103
12	-15.3226
13	-16.4715
14	-17.8628
15	-19.0287
16	-20.4046
17	-21.5834
18	-22.9474
19	-24.1364
20	-25.491
